,search_trends_fever,search_trends_low_grade_fever,search_trends_chills,search_trends_cough,search_trends_shallow_breathing,search_trends_shortness_of_breath,search_trends_fatigue,search_trends_muscle_weakness,search_trends_cluster_headache,search_trends_headache,search_trends_sore_throat,search_trends_nasal_congestion,search_trends_nausea,search_trends_vomiting,search_trends_diarrhea,date,location_key
9054,3.89,0.06,0.27,3.66,0.05,1.02,6.21,0.19,0.24,4.51,1.39,1.04,2.15,2.92,4.54,2020-06-29,GB
9055,3.89,0.06,0.28,3.33,0.07,0.95,6.52,0.17,0.19,4.66,1.34,0.86,2.13,2.55,4.14,2020-06-30,GB
9056,3.7,0.06,0.27,2.99,0.05,0.94,6.23,0.19,0.27,4.62,1.19,0.86,2.04,2.64,4.0,2020-07-01,GB
9057,3.92,0.12,0.26,3.22,0.08,0.86,6.34,0.2,0.26,4.4,1.32,0.85,2.12,2.72,4.02,2020-07-02,GB
9058,3.83,0.14,0.23,3.04,0.05,0.8,5.64,0.15,0.23,4.33,1.38,0.83,1.98,2.53,3.92,2020-07-03,GB
9059,3.93,0.09,0.18,2.7,0.06,0.77,5.92,0.17,0.22,4.42,1.31,0.86,2.11,2.9,3.93,2020-07-04,GB
9060,3.7,0.09,0.23,2.81,0.06,0.84,6.14,0.14,0.21,4.49,1.39,0.98,2.13,2.99,3.79,2020-07-05,GB
9061,3.99,0.08,0.3,3.16,0.07,0.96,6.49,0.19,0.27,4.35,1.42,0.92,2.08,2.62,4.31,2020-07-06,GB
9062,4.6,0.08,0.26,3.33,0.08,0.94,6.65,0.18,0.22,4.48,1.5,0.97,2.09,2.63,4.22,2020-07-07,GB
9063,4.3,0.07,0.29,3.04,0.07,0.96,6.31,0.21,0.22,4.46,1.49,1.06,2.2,2.51,3.93,2020-07-08,GB
9064,4.3,0.09,0.27,3.07,0.08,0.85,5.91,0.23,0.23,4.44,1.43,0.96,2.04,2.56,3.88,2020-07-09,GB
9065,3.86,0.09,0.26,2.88,0.09,0.9,5.46,0.15,0.24,4.35,1.23,0.89,1.95,2.47,3.63,2020-07-10,GB
9066,3.71,0.06,0.3,2.88,0.07,0.83,5.86,0.13,0.24,4.73,1.42,0.97,2.1,2.6,3.56,2020-07-11,GB
9067,3.94,0.08,0.27,2.96,0.07,0.9,6.35,0.2,0.21,4.64,1.32,1.05,2.15,2.77,4.14,2020-07-12,GB
9068,5.07,0.1,0.28,3.22,0.07,1.03,6.72,0.23,0.25,4.74,1.54,0.95,1.97,2.63,4.26,2020-07-13,GB
9069,4.39,0.11,0.24,3.27,0.09,0.91,6.83,0.25,0.22,4.23,1.56,0.95,2.0,2.52,3.89,2020-07-14,GB
9070,4.44,0.11,0.26,3.19,0.1,1.06,6.3,0.23,0.22,4.58,1.44,0.91,2.15,2.45,3.69,2020-07-15,GB
9071,4.23,0.14,0.27,3.08,0.08,0.98,5.95,0.21,0.27,4.53,1.51,0.92,1.98,2.47,3.84,2020-07-16,GB
9072,4.05,0.1,0.18,2.81,0.04,0.83,5.72,0.18,0.29,4.41,1.31,0.86,1.95,2.5,3.82,2020-07-17,GB
9073,4.28,0.14,0.27,2.98,0.07,0.9,5.92,0.21,0.28,4.66,1.36,0.96,2.1,2.75,3.73,2020-07-18,GB
9074,3.46,0.09,0.25,2.93,0.07,0.9,5.83,0.15,0.23,4.5,1.49,0.98,1.99,2.79,4.02,2020-07-19,GB
9075,4.14,0.08,0.31,3.3,0.05,0.94,6.42,0.17,0.3,4.49,1.76,1.01,2.24,2.83,4.15,2020-07-20,GB
9076,3.95,0.1,0.31,3.29,0.06,0.86,6.42,0.2,0.32,4.72,1.71,1.0,2.02,2.51,3.82,2020-07-21,GB
9077,4.18,0.08,0.24,3.45,0.08,0.98,6.5,0.18,0.25,4.78,1.51,1.02,2.06,2.64,3.91,2020-07-22,GB
9078,3.99,0.08,0.32,3.36,0.05,0.9,6.34,0.18,0.27,4.83,1.47,1.18,2.1,2.62,3.94,2020-07-23,GB
9079,3.84,0.11,0.23,3.2,0.09,0.94,5.76,0.16,0.3,4.3,1.29,1.04,2.04,2.79,3.7,2020-07-24,GB
9080,4.14,0.11,0.27,3.13,0.08,0.9,6.1,0.17,0.27,4.84,1.36,1.09,2.1,3.0,4.06,2020-07-25,GB
9081,3.94,0.13,0.2,3.03,0.09,0.92,6.45,0.18,0.25,4.63,1.54,1.04,2.07,3.1,4.13,2020-07-26,GB
9082,4.43,0.16,0.23,3.38,0.09,0.9,6.65,0.25,0.26,4.76,1.67,1.0,2.26,2.86,4.05,2020-07-27,GB
9083,3.98,0.1,0.29,3.37,0.09,0.98,6.2,0.27,0.29,4.49,1.74,0.98,2.17,2.86,3.89,2020-07-28,GB
9084,4.34,0.08,0.35,3.29,0.07,0.81,6.15,0.17,0.19,4.69,1.65,1.06,2.15,2.69,3.85,2020-07-29,GB
9085,4.52,0.08,0.31,3.37,0.04,0.83,6.05,0.18,0.32,4.84,1.52,1.03,1.9,2.57,3.73,2020-07-30,GB
9086,4.23,0.12,0.18,2.89,0.06,0.88,4.74,0.18,0.22,4.18,1.38,0.95,1.74,2.34,3.53,2020-07-31,GB
9087,4.13,0.09,0.2,3.1,0.04,0.81,5.54,0.19,0.2,4.36,1.52,1.04,2.01,2.64,4.05,2020-08-01,GB
9088,4.01,0.07,0.28,3.26,0.05,0.93,6.11,0.24,0.21,4.45,1.7,1.17,1.91,2.75,4.49,2020-08-02,GB
9089,4.24,0.05,0.28,3.58,0.07,0.84,6.59,0.17,0.28,4.49,1.78,1.21,2.11,2.7,4.22,2020-08-03,GB
9090,4.59,0.07,0.33,3.48,0.06,0.91,6.59,0.24,0.25,4.6,1.62,1.13,2.23,2.74,3.92,2020-08-04,GB
9091,4.44,0.1,0.3,3.52,0.07,0.93,6.66,0.26,0.29,4.75,1.61,1.18,2.11,2.69,4.16,2020-08-05,GB
9092,4.45,0.08,0.26,3.35,0.06,0.8,6.61,0.3,0.21,4.65,1.68,1.06,2.0,2.67,3.95,2020-08-06,GB
9093,4.0,0.12,0.24,3.02,0.06,0.85,6.25,0.19,0.23,4.48,1.4,0.87,1.85,2.58,4.3,2020-08-07,GB
9094,3.74,0.07,0.2,2.88,0.05,0.79,5.33,0.19,0.23,4.36,1.55,1.05,1.87,2.7,4.0,2020-08-08,GB
9095,3.79,0.07,0.23,3.29,0.07,0.86,6.37,0.2,0.23,4.34,1.68,0.99,2.06,2.75,4.29,2020-08-09,GB
9096,4.22,0.07,0.22,3.1,0.06,0.85,6.33,0.19,0.26,4.57,1.84,0.88,2.06,2.81,4.54,2020-08-10,GB
9097,4.21,0.11,0.26,3.24,0.05,0.88,6.13,0.2,0.27,4.37,1.55,0.94,2.01,2.74,4.34,2020-08-11,GB
9098,4.03,0.1,0.22,3.11,0.05,0.87,5.25,0.15,0.22,4.2,1.48,0.87,1.65,2.41,4.19,2020-08-12,GB
9099,4.03,0.09,0.22,3.38,0.05,0.89,5.61,0.21,0.22,4.04,1.59,0.84,2.02,2.74,4.45,2020-08-13,GB
9100,3.9,0.06,0.29,3.21,0.08,0.78,5.5,0.2,0.24,4.12,1.52,0.96,1.98,2.71,4.02,2020-08-14,GB
9101,3.81,0.1,0.24,3.33,0.06,0.83,5.75,0.24,0.24,4.54,1.69,1.15,2.19,2.85,4.29,2020-08-15,GB
9102,3.7,0.06,0.29,3.78,0.09,0.89,5.92,0.17,0.16,4.32,1.7,1.06,2.19,2.96,4.27,2020-08-16,GB
9103,3.9,0.1,0.23,3.23,0.06,0.95,6.42,0.19,0.25,4.78,1.66,1.02,2.3,2.94,4.16,2020-08-17,GB
9104,4.02,0.08,0.22,3.4,0.06,0.98,6.56,0.2,0.24,4.46,1.77,1.09,2.2,2.81,4.22,2020-08-18,GB
9105,4.38,0.1,0.31,3.86,0.08,0.86,6.92,0.23,0.27,4.59,1.73,1.07,2.17,2.83,4.1,2020-08-19,GB
9106,3.8,0.1,0.22,3.36,0.08,0.85,6.07,0.22,0.24,4.64,1.5,1.0,1.98,2.69,4.11,2020-08-20,GB
9107,4.04,0.08,0.2,3.48,0.06,0.8,5.95,0.19,0.23,4.56,1.56,1.03,2.16,2.79,4.17,2020-08-21,GB
9108,3.58,0.1,0.25,3.4,0.07,0.85,5.9,0.17,0.2,4.81,1.76,1.21,2.12,2.75,4.08,2020-08-22,GB
9109,3.77,0.09,0.24,3.52,0.07,0.79,6.27,0.19,0.21,4.72,1.61,1.26,2.22,2.9,4.26,2020-08-23,GB
9110,3.79,0.07,0.29,3.54,0.04,0.78,6.42,0.26,0.23,4.71,1.89,1.03,2.13,2.92,4.4,2020-08-24,GB
9111,4.65,0.12,0.26,3.8,0.08,0.98,6.92,0.24,0.34,4.72,1.85,1.15,2.14,2.84,4.33,2020-08-25,GB
9112,4.05,0.1,0.26,3.48,0.08,0.98,6.3,0.2,0.27,4.51,1.74,1.11,2.07,2.73,4.02,2020-08-26,GB
9113,3.93,0.09,0.3,3.91,0.09,0.87,6.09,0.18,0.27,4.65,1.77,1.23,2.17,2.68,4.11,2020-08-27,GB
9114,3.67,0.08,0.34,3.73,0.07,0.8,5.66,0.21,0.2,4.2,1.83,1.2,2.14,2.81,4.04,2020-08-28,GB
9115,3.68,0.06,0.34,3.67,0.08,0.81,5.21,0.17,0.23,4.6,1.9,1.32,2.23,2.78,4.32,2020-08-29,GB
9116,3.72,0.12,0.35,4.0,0.06,0.87,6.08,0.15,0.25,4.81,1.81,1.48,2.3,2.96,4.42,2020-08-30,GB
9117,3.94,0.11,0.31,4.14,0.12,0.96,6.14,0.19,0.28,4.7,2.02,1.67,2.27,3.19,4.63,2020-08-31,GB
9118,4.48,0.12,0.39,4.37,0.07,0.92,6.83,0.18,0.21,4.53,2.06,1.6,2.12,2.77,4.35,2020-09-01,GB
9119,4.51,0.12,0.37,4.58,0.1,0.95,6.02,0.19,0.24,4.73,1.98,1.63,2.06,2.69,4.28,2020-09-02,GB
9120,4.61,0.1,0.29,4.22,0.08,0.96,6.42,0.14,0.26,4.73,2.08,1.44,2.01,2.6,4.35,2020-09-03,GB
9121,4.3,0.1,0.33,4.25,0.04,0.89,6.05,0.16,0.22,4.68,1.93,1.41,1.99,2.74,4.2,2020-09-04,GB
9122,4.23,0.1,0.31,4.46,0.07,0.77,5.89,0.17,0.27,5.02,2.05,1.56,2.17,2.82,4.08,2020-09-05,GB
9123,4.91,0.12,0.32,5.01,0.07,0.92,6.23,0.2,0.24,5.27,2.12,1.76,2.23,3.03,4.45,2020-09-06,GB
9124,5.28,0.11,0.4,5.28,0.07,1.05,6.29,0.23,0.26,4.66,2.21,1.62,2.07,2.91,4.26,2020-09-07,GB
9125,6.09,0.14,0.41,5.22,0.07,0.97,6.6,0.2,0.28,4.96,2.4,1.59,2.12,2.73,4.18,2020-09-08,GB
9126,5.78,0.17,0.32,5.28,0.08,0.97,6.32,0.23,0.28,4.69,2.46,1.53,1.93,2.58,3.85,2020-09-09,GB
9127,5.81,0.16,0.46,5.69,0.06,0.95,6.42,0.23,0.3,4.64,2.5,1.67,1.93,2.61,3.82,2020-09-10,GB
9128,5.88,0.15,0.45,5.86,0.08,0.95,5.77,0.23,0.26,4.44,2.55,1.72,1.89,2.52,4.01,2020-09-11,GB
9129,5.99,0.16,0.46,6.29,0.05,0.83,5.69,0.2,0.26,4.63,2.92,2.02,2.05,2.78,4.17,2020-09-12,GB
9130,8.08,0.21,0.51,8.06,0.08,0.97,6.24,0.19,0.31,5.13,3.56,2.12,2.26,3.35,4.35,2020-09-13,GB
9131,8.24,0.26,0.56,7.46,0.07,1.01,6.38,0.32,0.26,4.98,3.58,2.21,2.15,2.97,4.29,2020-09-14,GB
9132,8.12,0.2,0.45,7.73,0.07,1.04,6.45,0.2,0.29,4.93,3.51,2.26,2.1,2.9,4.13,2020-09-15,GB
9133,7.93,0.15,0.53,8.05,0.08,0.97,6.48,0.23,0.24,4.75,3.67,2.11,2.06,2.94,4.33,2020-09-16,GB
9134,7.86,0.19,0.46,8.02,0.08,0.96,5.97,0.21,0.25,4.64,3.67,2.31,1.88,2.72,4.0,2020-09-17,GB
9135,7.32,0.17,0.42,7.62,0.04,0.93,5.39,0.21,0.22,4.14,3.46,2.37,1.86,2.58,3.73,2020-09-18,GB
9136,6.93,0.18,0.37,7.98,0.06,0.81,5.43,0.16,0.28,4.81,3.55,2.75,1.96,2.92,3.91,2020-09-19,GB
9137,8.25,0.18,0.61,10.05,0.09,1.13,5.91,0.21,0.25,5.02,4.61,2.64,2.15,3.37,4.26,2020-09-20,GB
9138,8.3,0.15,0.59,9.32,0.07,1.1,5.77,0.17,0.26,4.88,4.22,2.58,2.06,2.98,4.35,2020-09-21,GB
9139,7.99,0.22,0.54,8.98,0.06,1.18,6.22,0.23,0.2,4.7,3.71,2.47,2.47,3.4,4.28,2020-09-22,GB
9140,7.62,0.21,0.46,8.7,0.08,1.0,6.2,0.24,0.3,4.6,3.6,2.31,1.98,2.92,4.29,2020-09-23,GB
9141,7.01,0.15,0.44,7.98,0.06,0.97,5.9,0.29,0.23,4.32,3.25,2.23,1.89,2.77,3.89,2020-09-24,GB
9142,6.46,0.19,0.44,7.24,0.06,0.98,5.24,0.15,0.26,4.13,2.8,2.11,1.8,2.55,3.52,2020-09-25,GB
9143,6.21,0.19,0.48,7.77,0.07,0.97,5.25,0.18,0.28,4.68,3.27,2.52,1.79,2.58,3.58,2020-09-26,GB
9144,6.38,0.11,0.45,8.49,0.06,0.96,5.9,0.16,0.23,4.92,3.43,2.53,2.01,2.94,4.21,2020-09-27,GB
9145,6.94,0.16,0.51,7.87,0.07,1.1,6.19,0.22,0.28,5.43,3.13,2.26,2.13,2.99,4.12,2020-09-28,GB
9146,6.67,0.15,0.44,7.43,0.09,1.03,6.37,0.25,0.22,6.18,2.89,2.23,2.02,2.81,4.1,2020-09-29,GB
9147,6.17,0.17,0.4,7.36,0.08,1.09,6.21,0.21,0.22,4.88,2.77,1.93,1.9,2.77,4.15,2020-09-30,GB
9148,5.51,0.11,0.39,6.69,0.08,1.08,6.06,0.24,0.27,4.59,2.48,1.8,1.95,2.6,3.7,2020-10-01,GB
9149,5.96,0.16,0.34,6.39,0.05,1.02,6.01,0.18,0.27,4.42,2.46,1.74,1.92,2.63,3.72,2020-10-02,GB
9150,5.99,0.12,0.41,6.69,0.08,0.98,5.59,0.15,0.31,4.99,2.61,2.14,2.13,2.7,3.64,2020-10-03,GB
9151,6.06,0.1,0.38,6.6,0.07,1.16,6.13,0.2,0.27,5.37,2.46,1.87,2.12,3.02,4.12,2020-10-04,GB
9152,6.89,0.21,0.46,6.76,0.1,1.29,6.68,0.23,0.31,5.07,2.4,1.79,2.21,3.05,4.44,2020-10-05,GB
9153,6.92,0.14,0.38,6.65,0.1,1.32,6.99,0.2,0.25,5.0,2.39,1.67,1.99,2.79,3.99,2020-10-06,GB
9154,5.87,0.12,0.45,6.03,0.07,1.18,6.79,0.23,0.37,5.15,2.39,1.58,1.97,2.86,4.12,2020-10-07,GB
9155,5.82,0.15,0.44,6.07,0.07,1.18,6.4,0.2,0.26,4.88,2.24,1.59,2.02,2.75,3.91,2020-10-08,GB
9156,5.19,0.14,0.38,5.75,0.06,1.01,5.75,0.21,0.21,4.65,2.13,1.55,1.89,2.54,3.59,2020-10-09,GB
9157,4.87,0.11,0.34,5.78,0.09,1.02,5.76,0.21,0.25,4.92,2.19,1.67,1.95,2.78,3.83,2020-10-10,GB
9158,5.52,0.12,0.38,6.3,0.06,1.19,6.4,0.19,0.29,5.17,2.31,1.78,2.19,3.04,3.87,2020-10-11,GB
9159,5.77,0.17,0.38,5.86,0.06,1.28,6.29,0.19,0.26,5.64,2.15,1.54,2.14,2.72,3.93,2020-10-12,GB
9160,5.75,0.14,0.43,5.91,0.08,1.24,6.63,0.24,0.27,4.97,2.38,1.5,1.97,2.69,4.76,2020-10-13,GB
9161,6.37,0.12,0.41,5.79,0.06,1.18,6.74,0.21,0.27,5.24,2.17,1.43,1.97,2.67,4.1,2020-10-14,GB
9162,5.33,0.13,0.38,5.89,0.05,1.16,6.46,0.23,0.32,5.11,2.09,1.42,1.89,2.67,4.23,2020-10-15,GB
9163,5.11,0.09,0.38,5.55,0.1,1.05,6.16,0.22,0.29,4.79,1.99,1.42,1.9,2.58,3.78,2020-10-16,GB
9164,5.02,0.12,0.39,5.51,0.09,0.99,5.88,0.21,0.29,5.05,2.05,1.48,2.01,2.74,3.89,2020-10-17,GB
9165,5.36,0.14,0.46,5.92,0.06,1.09,6.52,0.2,0.25,5.24,2.1,1.89,2.01,3.0,3.94,2020-10-18,GB
9166,5.6,0.16,0.4,6.06,0.07,1.23,6.7,0.26,0.33,5.53,2.2,1.59,2.05,2.91,4.32,2020-10-19,GB
9167,6.09,0.18,0.35,5.81,0.1,1.25,7.13,0.33,0.32,5.5,2.21,1.44,2.07,2.94,4.26,2020-10-20,GB
9168,6.26,0.15,0.41,5.98,0.09,1.16,7.16,0.28,0.29,5.52,2.16,1.29,2.22,2.83,4.1,2020-10-21,GB
9169,5.45,0.14,0.4,5.47,0.1,1.17,6.5,0.22,0.26,4.96,1.96,1.39,2.03,2.83,4.03,2020-10-22,GB
9170,4.94,0.06,0.39,5.14,0.11,1.04,5.62,0.18,0.29,4.71,1.99,1.36,1.89,2.64,3.69,2020-10-23,GB
9171,4.71,0.12,0.3,5.08,0.05,1.05,5.71,0.15,0.26,5.41,1.96,1.59,1.94,2.59,3.78,2020-10-24,GB
9172,4.75,0.13,0.38,5.38,0.09,1.2,6.0,0.19,0.27,5.46,2.2,1.63,1.99,2.74,4.14,2020-10-25,GB
9173,5.27,0.12,0.46,5.65,0.08,1.21,6.81,0.25,0.33,5.14,2.13,1.59,2.12,2.77,4.04,2020-10-26,GB
9174,5.31,0.16,0.41,5.55,0.07,1.24,6.4,0.19,0.3,5.34,2.17,1.53,2.13,2.87,4.05,2020-10-27,GB
9175,5.31,0.15,0.42,5.43,0.07,1.14,6.39,0.18,0.23,5.13,2.19,1.5,2.15,3.17,4.01,2020-10-28,GB
9176,5.27,0.13,0.38,5.2,0.08,1.15,6.09,0.25,0.29,5.07,1.88,1.39,2.12,3.02,4.0,2020-10-29,GB
9177,5.03,0.15,0.33,4.98,0.06,1.08,5.7,0.21,0.3,4.99,1.94,1.33,2.08,2.7,3.87,2020-10-30,GB
9178,4.72,0.14,0.33,4.79,0.06,0.93,4.51,0.17,0.25,4.56,1.61,1.28,1.79,2.8,3.73,2020-10-31,GB
9179,5.24,0.14,0.39,5.0,0.08,1.08,5.63,0.18,0.3,5.16,2.07,1.53,2.2,3.11,4.06,2020-11-01,GB
9180,5.29,0.13,0.42,5.13,0.08,1.23,5.79,0.15,0.23,5.06,1.94,1.33,2.23,3.01,4.01,2020-11-02,GB
9181,5.24,0.14,0.38,4.98,0.06,1.07,5.9,0.17,0.27,4.84,2.01,1.3,2.1,2.77,3.92,2020-11-03,GB
9182,4.95,0.12,0.4,4.66,0.06,1.01,5.62,0.16,0.26,4.46,1.85,1.17,1.92,2.58,3.64,2020-11-04,GB
9183,5.01,0.1,0.42,4.91,0.08,1.05,5.86,0.24,0.35,4.88,1.78,1.3,1.84,2.6,3.78,2020-11-05,GB
9184,4.38,0.07,0.36,4.86,0.06,1.02,5.69,0.22,0.29,4.55,1.71,1.31,1.87,2.4,3.61,2020-11-06,GB
9185,4.44,0.06,0.31,4.7,0.09,0.99,5.83,0.16,0.32,4.61,1.8,1.29,2.01,2.53,3.6,2020-11-07,GB
9186,5.21,0.12,0.41,5.39,0.07,1.06,6.25,0.19,0.28,5.2,1.87,1.54,2.2,2.88,4.14,2020-11-08,GB
9187,5.48,0.12,0.41,5.41,0.08,1.28,6.82,0.24,0.27,5.25,1.95,1.42,2.2,3.1,4.26,2020-11-09,GB
9188,5.2,0.17,0.33,5.37,0.1,1.22,7.01,0.23,0.28,5.27,1.75,1.31,2.15,2.87,4.1,2020-11-10,GB
9189,5.15,0.13,0.39,5.15,0.07,1.1,7.15,0.24,0.26,5.43,1.94,1.41,2.14,2.85,4.23,2020-11-11,GB
9190,4.99,0.12,0.45,4.88,0.07,1.21,6.7,0.25,0.27,4.89,1.67,1.29,1.99,2.76,4.4,2020-11-12,GB
9191,4.37,0.1,0.29,4.56,0.07,1.07,6.08,0.24,0.32,4.83,1.57,1.29,2.02,2.66,3.91,2020-11-13,GB
9192,4.31,0.15,0.3,4.73,0.08,1.06,6.11,0.18,0.24,5.36,1.85,1.69,2.0,2.81,4.12,2020-11-14,GB
9193,4.6,0.12,0.37,5.12,0.13,1.07,6.32,0.19,0.28,5.1,1.73,1.43,2.23,3.21,4.38,2020-11-15,GB
9194,5.07,0.11,0.4,5.33,0.06,1.15,7.13,0.24,0.29,5.37,1.89,1.34,2.31,3.13,4.45,2020-11-16,GB
9195,5.06,0.13,0.37,4.95,0.07,1.16,6.79,0.28,0.33,5.26,1.83,1.39,2.3,2.99,4.36,2020-11-17,GB
9196,4.73,0.09,0.32,4.92,0.08,1.13,6.83,0.26,0.33,5.21,1.84,1.4,2.08,3.1,4.08,2020-11-18,GB
9197,4.11,0.09,0.32,4.59,0.09,1.14,6.84,0.19,0.26,4.68,1.73,1.29,2.07,2.84,3.85,2020-11-19,GB
9198,3.96,0.12,0.36,4.44,0.06,0.87,5.89,0.22,0.29,4.75,1.67,1.32,1.98,2.54,3.77,2020-11-20,GB
9199,3.8,0.09,0.3,4.52,0.09,0.91,5.94,0.19,0.3,5.37,1.55,1.42,2.08,2.64,3.87,2020-11-21,GB
9200,3.88,0.12,0.32,4.6,0.04,1.09,6.43,0.19,0.3,5.2,1.77,1.42,1.95,2.93,4.2,2020-11-22,GB
9201,4.34,0.12,0.35,4.92,0.07,1.11,6.75,0.21,0.3,4.97,1.77,1.45,1.89,2.73,4.11,2020-11-23,GB
9202,4.44,0.11,0.33,4.82,0.07,1.12,6.64,0.22,0.24,5.03,1.73,1.38,2.28,2.67,3.94,2020-11-24,GB
9203,3.88,0.09,0.32,4.43,0.06,1.04,7.07,0.27,0.27,4.92,1.59,1.25,2.11,2.8,3.94,2020-11-25,GB
9204,3.8,0.09,0.3,4.13,0.06,1.0,5.93,0.21,0.29,4.51,1.68,1.14,2.03,2.66,3.62,2020-11-26,GB
9205,3.35,0.06,0.31,4.27,0.06,0.9,5.37,0.17,0.23,4.44,1.56,1.21,1.71,2.4,3.58,2020-11-27,GB
9206,3.29,0.09,0.2,4.21,0.08,0.96,5.47,0.17,0.25,4.74,1.65,1.44,1.87,2.76,3.66,2020-11-28,GB
9207,3.82,0.13,0.33,4.67,0.09,0.95,6.04,0.17,0.26,5.1,1.83,1.47,1.93,2.83,3.93,2020-11-29,GB
9208,3.81,0.06,0.33,4.57,0.07,1.05,6.26,0.18,0.23,4.68,1.67,1.35,2.12,2.93,4.11,2020-11-30,GB
9209,3.82,0.09,0.32,4.54,0.07,1.0,6.27,0.18,0.27,4.54,1.7,1.43,2.04,2.83,3.63,2020-12-01,GB
9210,3.95,0.07,0.28,4.34,0.06,0.99,6.1,0.28,0.24,4.51,1.69,1.31,2.04,2.79,3.78,2020-12-02,GB
9211,3.93,0.08,0.32,4.41,0.09,0.96,5.92,0.33,0.24,4.61,1.87,1.27,1.92,2.63,3.72,2020-12-03,GB
9212,3.61,0.11,0.24,3.92,0.07,0.97,5.58,0.17,0.25,4.25,1.61,1.27,1.81,2.65,3.7,2020-12-04,GB
9213,3.35,0.08,0.29,4.24,0.05,0.84,5.76,0.18,0.24,4.72,1.64,1.48,1.88,2.61,3.59,2020-12-05,GB
9214,3.69,0.09,0.31,4.69,0.06,1.03,5.97,0.2,0.26,4.97,1.79,1.54,2.1,2.93,4.06,2020-12-06,GB
9215,4.18,0.05,0.39,4.67,0.08,0.98,6.33,0.25,0.29,4.54,1.86,1.43,2.19,2.94,4.11,2020-12-07,GB
9216,3.99,0.08,0.31,4.68,0.05,0.96,6.38,0.2,0.26,4.63,1.84,1.34,2.03,2.75,4.12,2020-12-08,GB
9217,4.84,0.11,0.48,4.54,0.05,1.11,6.53,0.2,0.2,4.71,1.89,1.32,2.18,2.79,4.04,2020-12-09,GB
9218,3.95,0.09,0.3,4.37,0.05,1.02,6.14,0.24,0.29,4.53,1.75,1.3,1.91,2.67,3.84,2020-12-10,GB
9219,3.66,0.08,0.31,4.07,0.06,0.99,5.72,0.17,0.23,4.45,1.79,1.34,1.98,2.59,3.69,2020-12-11,GB
9220,3.62,0.08,0.33,4.24,0.13,0.85,5.56,0.23,0.21,4.7,1.88,1.44,2.06,2.84,3.75,2020-12-12,GB
9221,3.87,0.1,0.31,4.94,0.04,1.01,5.83,0.18,0.27,4.98,2.07,1.46,2.21,3.11,3.98,2020-12-13,GB
9222,3.97,0.1,0.31,4.73,0.04,0.97,6.23,0.11,0.25,4.66,2.0,1.32,1.94,2.96,3.82,2020-12-14,GB
9223,4.02,0.1,0.3,4.8,0.07,1.0,6.26,0.19,0.24,4.72,1.96,1.42,2.0,2.91,3.81,2020-12-15,GB
9224,3.92,0.1,0.36,4.75,0.07,1.05,6.21,0.21,0.27,4.67,2.08,1.4,2.03,2.69,3.74,2020-12-16,GB
9225,3.8,0.13,0.27,4.43,0.05,0.96,5.69,0.21,0.3,4.37,1.87,1.34,1.91,2.58,3.83,2020-12-17,GB
9226,3.74,0.09,0.28,4.67,0.07,1.04,6.07,0.18,0.24,4.61,1.9,1.44,1.89,2.5,3.71,2020-12-18,GB
9227,3.39,0.12,0.27,4.44,0.07,0.9,5.28,0.16,0.27,4.4,1.85,1.44,1.84,2.64,3.7,2020-12-19,GB
9228,3.56,0.07,0.28,4.75,0.07,0.91,5.64,0.22,0.26,4.64,1.97,1.63,1.92,2.75,3.92,2020-12-20,GB
9229,4.38,0.07,0.35,4.92,0.08,1.08,5.86,0.22,0.23,4.65,2.06,1.57,2.18,2.89,3.85,2020-12-21,GB
9230,4.12,0.09,0.28,5.05,0.06,1.06,5.66,0.21,0.25,4.52,2.22,1.64,2.14,2.89,3.88,2020-12-22,GB
9231,3.99,0.08,0.37,4.85,0.06,0.89,5.49,0.25,0.27,4.43,2.22,1.68,2.17,2.84,3.6,2020-12-23,GB
9232,3.38,0.1,0.26,4.25,0.05,0.75,4.77,0.44,0.19,3.81,1.85,1.52,2.23,2.93,3.56,2020-12-24,GB
9233,2.87,0.07,0.24,3.55,0.04,0.7,4.25,0.2,0.16,3.43,1.56,1.3,1.65,2.46,3.24,2020-12-25,GB
9234,3.13,0.06,0.31,4.18,0.07,0.84,5.3,0.16,0.27,4.41,1.91,1.62,2.08,3.06,3.85,2020-12-26,GB
9235,3.49,0.05,0.3,4.79,0.09,0.97,6.23,0.2,0.24,4.42,2.02,1.76,2.32,3.22,4.14,2020-12-27,GB
9236,4.12,0.09,0.38,5.16,0.09,1.05,6.72,0.17,0.24,4.73,2.13,1.82,2.37,3.09,4.11,2020-12-28,GB
9237,3.99,0.06,0.4,4.89,0.08,1.08,5.96,0.18,0.27,4.95,2.04,1.74,2.21,2.88,4.13,2020-12-29,GB
9238,3.94,0.1,0.29,5.17,0.04,1.1,5.84,0.2,0.25,4.88,1.85,1.75,2.01,2.84,3.84,2020-12-30,GB
9239,3.58,0.11,0.32,4.34,0.08,0.87,5.14,0.2,0.25,4.6,1.54,1.56,1.99,2.87,3.6,2020-12-31,GB
9240,3.66,0.08,0.35,4.77,0.07,0.9,6.39,0.19,0.23,5.82,1.88,1.83,2.23,3.47,3.94,2021-01-01,GB
9241,3.54,0.07,0.27,4.85,0.06,0.99,5.98,0.17,0.34,5.24,1.9,1.85,2.01,2.69,4.0,2021-01-02,GB
9242,3.86,0.05,0.35,5.17,0.06,1.02,6.97,0.19,0.24,5.3,1.98,1.8,2.25,2.75,4.11,2021-01-03,GB
