,search_trends_fever,search_trends_low_grade_fever,search_trends_chills,search_trends_cough,search_trends_shallow_breathing,search_trends_shortness_of_breath,search_trends_fatigue,search_trends_muscle_weakness,search_trends_cluster_headache,search_trends_headache,search_trends_sore_throat,search_trends_nasal_congestion,search_trends_nausea,search_trends_vomiting,search_trends_diarrhea,date,location_key
12328,6.13,0.48,0.36,6.22,0.1,1.01,6.2,0.22,0.19,4.53,2.02,1.91,2.05,3.21,5.0,2021-05-11,SG
12329,5.27,0.36,0.26,5.73,0.09,0.88,5.14,0.27,0.17,4.09,1.87,1.78,1.84,2.7,4.28,2021-05-12,SG
12330,5.52,0.42,0.3,7.85,0.09,0.94,5.62,0.22,0.15,4.56,2.02,1.9,1.98,2.97,5.21,2021-05-13,SG
12331,5.63,0.46,0.3,6.47,0.07,0.97,4.84,0.11,0.13,4.15,2.15,1.98,2.03,2.86,4.8,2021-05-14,SG
12332,6.43,0.6,0.42,6.37,0.11,0.99,5.61,0.18,0.16,4.46,2.2,2.1,2.19,3.1,4.68,2021-05-15,SG
12333,6.75,0.64,0.33,6.54,0.09,1.14,5.92,0.2,0.15,4.64,2.23,2.06,2.12,2.96,5.01,2021-05-16,SG
12334,6.64,0.53,0.36,6.53,0.1,1.13,5.91,0.25,0.19,4.88,2.35,1.96,2.0,2.87,4.77,2021-05-17,SG
12335,6.22,0.57,0.43,6.34,0.09,1.12,5.79,0.2,0.15,4.16,2.08,1.84,1.88,3.62,5.81,2021-05-18,SG
12336,6.5,0.55,0.45,6.1,0.09,1.06,6.03,0.22,0.18,4.3,2.14,1.86,1.92,2.91,5.08,2021-05-19,SG
12337,6.24,0.56,0.36,5.95,0.12,1.01,6.01,0.21,0.18,4.4,1.97,1.8,1.91,2.84,4.74,2021-05-20,SG
12338,5.52,0.4,0.38,5.76,0.08,0.95,6.19,0.2,0.2,4.29,1.98,1.82,1.77,2.51,4.34,2021-05-21,SG
12339,6.01,0.44,0.36,6.06,0.06,1.0,5.82,0.22,0.19,4.74,2.1,2.04,1.88,2.55,4.55,2021-05-22,SG
12340,6.32,0.51,0.36,5.81,0.1,1.04,6.24,0.2,0.14,4.75,1.87,1.96,2.11,2.88,4.78,2021-05-23,SG
12341,5.94,0.48,0.31,5.27,0.11,1.05,6.51,0.21,0.15,4.56,1.82,1.73,2.12,2.6,4.59,2021-05-24,SG
12342,5.31,0.39,0.37,5.0,0.08,0.87,5.82,0.21,0.17,4.47,1.69,1.71,1.74,2.43,4.12,2021-05-25,SG
12343,5.24,0.41,0.31,4.9,0.09,1.04,6.34,0.2,0.19,4.76,1.71,1.71,1.98,2.76,4.57,2021-05-26,SG
12344,5.21,0.34,0.34,4.68,0.12,1.0,6.15,0.21,0.16,4.53,1.59,1.57,1.99,2.6,4.37,2021-05-27,SG
12345,4.89,0.38,0.31,4.38,0.08,0.86,5.49,0.18,0.16,4.44,1.7,1.57,1.8,2.44,3.79,2021-05-28,SG
12346,4.82,0.28,0.32,4.56,0.1,0.84,5.76,0.18,0.15,4.72,1.52,1.58,1.89,2.48,4.16,2021-05-29,SG
12347,4.98,0.36,0.35,4.56,0.1,0.97,6.38,0.22,0.17,4.81,1.65,1.76,2.04,2.64,4.44,2021-05-30,SG
12348,5.3,0.36,0.3,4.54,0.09,0.98,6.27,0.25,0.17,4.76,1.52,1.51,1.99,2.65,4.17,2021-05-31,SG
12349,5.6,0.39,0.36,4.59,0.09,1.02,6.41,0.27,0.17,4.72,1.47,1.59,2.05,2.75,4.21,2021-06-01,SG
12350,5.11,0.33,0.34,4.45,0.1,0.91,6.47,0.25,0.18,4.68,1.51,1.55,1.93,2.65,4.28,2021-06-02,SG
12351,5.01,0.32,0.37,4.25,0.13,0.91,6.3,0.24,0.16,4.77,1.46,1.58,1.94,2.68,4.12,2021-06-03,SG
12352,4.98,0.32,0.34,4.05,0.09,0.86,5.73,0.23,0.16,4.43,1.43,1.5,1.85,2.4,3.97,2021-06-04,SG
12353,5.2,0.33,0.35,4.16,0.1,0.85,5.66,0.2,0.15,4.74,1.49,1.63,1.85,2.46,3.98,2021-06-05,SG
12354,5.32,0.35,0.32,4.35,0.08,0.95,6.37,0.22,0.27,5.19,1.49,1.54,2.09,2.73,4.43,2021-06-06,SG
12355,5.07,0.35,0.33,4.18,0.12,1.01,6.58,0.25,0.2,5.02,1.45,1.45,2.0,2.66,4.32,2021-06-07,SG
12356,5.66,0.36,0.31,4.26,0.07,0.9,6.35,0.27,0.18,4.98,1.48,1.44,2.15,2.73,4.41,2021-06-08,SG
12357,5.18,0.35,0.27,4.41,0.08,0.93,6.48,0.23,0.17,4.96,1.33,1.42,1.99,2.64,4.29,2021-06-09,SG
12358,5.06,0.31,0.29,4.05,0.06,0.83,5.83,0.24,0.16,4.55,1.29,1.35,1.86,2.48,4.08,2021-06-10,SG
12359,4.81,0.31,0.34,3.91,0.08,0.77,5.5,0.17,0.16,4.57,1.37,1.34,1.81,2.41,3.73,2021-06-11,SG
12360,4.73,0.3,0.31,3.82,0.06,1.18,5.47,0.18,0.15,4.62,1.35,1.58,1.88,2.4,3.92,2021-06-12,SG
12361,4.74,0.32,0.33,3.91,0.09,1.04,6.31,0.2,0.17,4.93,1.45,1.49,2.09,2.62,4.33,2021-06-13,SG
12362,5.02,0.29,0.33,4.08,0.09,0.9,6.61,0.26,0.18,4.89,1.43,1.47,1.99,2.94,5.75,2021-06-14,SG
12363,4.87,0.26,0.36,3.92,0.1,0.99,6.26,0.24,0.16,4.52,1.39,1.36,2.21,2.65,4.88,2021-06-15,SG
12364,4.92,0.33,0.37,3.92,0.07,0.98,6.2,0.23,0.14,4.73,1.39,1.31,2.81,2.61,4.9,2021-06-16,SG
12365,4.89,0.27,0.3,3.97,0.11,0.89,5.79,0.22,0.17,4.48,1.35,1.37,2.32,2.5,4.43,2021-06-17,SG
12366,4.5,0.23,0.34,3.84,0.07,0.82,5.23,0.22,0.18,4.09,1.25,1.35,1.84,2.48,3.76,2021-06-18,SG
12367,4.51,0.3,0.34,3.7,0.09,0.84,5.38,0.23,0.15,4.65,1.27,1.43,1.82,2.38,4.03,2021-06-19,SG
12368,4.82,0.3,0.32,3.87,0.1,0.84,5.75,0.22,0.17,4.7,1.33,1.49,2.11,2.69,4.46,2021-06-20,SG
12369,5.16,0.3,0.32,4.22,0.1,0.94,6.5,0.23,0.18,4.67,1.34,1.46,2.06,2.89,4.41,2021-06-21,SG
12370,5.23,0.31,0.41,4.06,0.07,0.91,6.31,0.22,0.14,4.61,1.45,1.34,2.1,2.65,4.29,2021-06-22,SG
12371,5.17,0.29,0.38,4.34,0.12,0.9,6.24,0.22,0.16,4.59,1.4,1.44,2.04,2.62,4.26,2021-06-23,SG
12372,4.65,0.28,0.33,4.4,0.09,1.06,6.07,0.26,0.15,4.48,1.28,1.31,1.93,2.46,4.09,2021-06-24,SG
12373,4.58,0.26,0.33,4.1,0.08,0.91,5.63,0.25,0.11,4.32,1.34,1.47,1.89,2.49,4.09,2021-06-25,SG
12374,4.51,0.23,0.32,4.04,0.11,0.9,5.8,0.17,0.14,4.53,1.31,1.58,1.98,2.73,4.4,2021-06-26,SG
12375,5.16,0.33,0.38,4.19,0.1,1.02,6.35,0.24,0.18,4.71,1.3,1.57,2.15,2.99,4.65,2021-06-27,SG
12376,5.29,0.32,0.35,4.14,0.09,0.94,6.81,0.23,0.19,4.85,1.35,1.41,2.1,3.04,4.71,2021-06-28,SG
12377,5.28,0.3,0.36,4.12,0.08,0.96,6.5,0.19,0.17,4.63,1.36,1.38,2.01,2.73,4.67,2021-06-29,SG
12378,5.5,0.29,0.36,3.88,0.09,0.91,6.31,0.24,0.14,4.56,1.33,1.48,2.14,2.69,5.06,2021-06-30,SG
12379,5.57,0.35,0.33,4.04,0.07,0.97,6.25,0.24,0.14,4.67,1.3,1.5,2.11,2.68,4.48,2021-07-01,SG
12380,5.4,0.32,0.35,3.92,0.08,0.83,5.65,0.22,0.16,4.42,1.3,1.64,1.97,2.55,4.14,2021-07-02,SG
12381,5.37,0.32,0.35,3.94,0.08,0.88,5.75,0.21,0.16,4.83,1.27,1.67,2.04,2.65,4.28,2021-07-03,SG
12382,6.14,0.46,0.35,4.13,0.1,0.99,6.32,0.24,0.16,4.74,1.31,1.61,2.2,2.85,4.8,2021-07-04,SG
12383,6.53,0.51,0.39,4.4,0.12,1.19,6.93,0.23,0.19,4.95,1.38,1.47,2.29,2.92,4.52,2021-07-05,SG
12384,6.5,0.43,0.43,4.27,0.09,1.05,6.55,0.25,0.19,4.78,1.3,1.46,2.08,2.77,4.55,2021-07-06,SG
12385,6.01,0.46,0.42,4.24,0.1,1.09,6.57,0.23,0.16,4.71,1.31,1.32,2.07,2.63,4.3,2021-07-07,SG
12386,6.16,0.46,0.43,4.06,0.07,1.07,6.73,0.28,0.18,4.66,1.36,1.42,2.13,2.73,4.56,2021-07-08,SG
12387,5.9,0.38,0.33,3.98,0.07,0.95,5.68,0.27,0.17,4.62,1.34,1.48,1.98,2.59,4.12,2021-07-09,SG
12388,6.08,0.39,0.43,4.36,0.08,0.96,5.89,0.21,0.17,4.75,1.41,1.56,2.12,2.63,4.49,2021-07-10,SG
12389,6.73,0.46,0.52,4.46,0.1,1.11,6.46,0.24,0.17,4.99,1.42,1.51,2.3,3.0,4.83,2021-07-11,SG
12390,6.82,0.48,0.43,4.44,0.11,1.02,6.34,0.24,0.2,4.98,1.45,1.46,2.21,2.76,4.5,2021-07-12,SG
12391,6.89,0.57,0.53,4.69,0.1,1.04,6.37,0.28,0.17,4.74,1.6,1.51,2.16,2.83,4.42,2021-07-13,SG
12392,7.22,0.59,0.54,4.84,0.1,1.08,6.38,0.21,0.09,4.93,1.48,1.57,2.24,2.76,4.37,2021-07-14,SG
12393,7.4,0.66,0.49,4.71,0.11,1.07,6.32,0.26,0.16,4.92,1.44,1.66,2.12,2.82,4.46,2021-07-15,SG
12394,7.22,0.57,0.45,4.87,0.07,0.96,5.48,0.21,0.16,4.67,1.46,1.63,2.03,2.8,4.35,2021-07-16,SG
12395,8.19,0.68,0.51,5.14,0.07,0.92,5.83,0.23,0.16,5.18,1.61,1.8,2.23,2.89,4.56,2021-07-17,SG
12396,8.8,0.78,0.5,5.24,0.09,1.1,6.58,0.24,0.19,5.31,1.64,1.8,2.23,3.0,4.7,2021-07-18,SG
12397,6.58,0.52,0.45,4.64,0.07,0.95,5.28,0.21,0.16,5.08,1.56,1.78,1.77,2.46,3.84,2021-07-19,SG
12398,6.43,0.49,0.39,5.16,0.1,1.02,6.22,0.25,0.23,5.61,1.5,2.37,1.99,2.86,4.57,2021-07-20,SG
12399,6.9,0.57,0.39,5.23,0.1,1.17,6.87,0.24,0.21,5.46,1.65,2.23,2.1,3.07,4.7,2021-07-21,SG
12400,7.7,0.67,0.45,5.22,0.12,1.04,6.54,0.22,0.2,4.96,1.6,1.89,2.09,2.81,4.52,2021-07-22,SG
12401,7.03,0.56,0.48,4.97,0.09,0.91,5.8,0.21,0.18,4.73,1.48,1.74,1.8,2.5,3.95,2021-07-23,SG
12402,7.9,0.7,0.47,5.06,0.09,0.94,5.82,0.2,0.19,5.25,1.57,1.95,1.96,2.56,4.32,2021-07-24,SG
12403,8.63,0.78,0.46,5.38,0.1,1.05,6.83,0.24,0.23,5.63,1.55,1.92,2.24,2.98,4.52,2021-07-25,SG
12404,8.25,0.72,0.46,5.25,0.08,1.11,6.68,0.25,0.2,5.43,1.63,1.7,2.19,2.92,4.25,2021-07-26,SG
12405,7.65,0.55,0.49,5.1,0.1,1.08,6.58,0.24,0.23,5.24,1.54,1.69,2.04,2.77,4.35,2021-07-27,SG
12406,7.08,0.54,0.43,5.02,0.1,1.03,6.59,0.24,0.23,5.14,1.53,1.63,2.06,2.68,4.35,2021-07-28,SG
12407,7.2,0.6,0.42,4.92,0.11,1.04,6.51,0.24,0.18,4.96,1.48,1.61,1.97,2.63,4.19,2021-07-29,SG
12408,6.83,0.56,0.42,4.68,0.1,0.92,5.86,0.22,0.2,4.55,1.31,1.66,1.91,2.42,4.03,2021-07-30,SG
12409,7.08,0.51,0.44,4.85,0.09,0.97,5.64,0.18,0.2,5.03,1.43,1.68,1.94,2.52,4.21,2021-07-31,SG
12410,7.96,0.76,0.5,5.24,0.11,1.09,6.71,0.22,0.18,5.12,1.45,1.58,2.16,2.88,4.4,2021-08-01,SG
12411,7.71,0.59,0.51,5.04,0.09,1.09,7.19,0.21,0.2,5.45,1.47,1.69,2.18,2.8,4.36,2021-08-02,SG
12412,7.05,0.6,0.45,4.93,0.09,1.09,6.96,0.26,0.2,5.21,1.42,1.69,2.09,2.7,4.35,2021-08-03,SG
12413,6.86,0.5,0.49,4.83,0.1,1.0,7.02,0.3,0.17,4.86,1.45,1.51,2.14,2.81,4.06,2021-08-04,SG
12414,6.72,0.56,0.4,4.71,0.09,1.02,6.78,0.29,0.17,4.8,1.36,1.48,2.0,2.56,4.18,2021-08-05,SG
12415,6.82,0.51,0.39,4.65,0.08,0.95,5.86,0.31,0.15,4.57,1.3,1.56,1.93,2.5,3.68,2021-08-06,SG
12416,6.89,0.51,0.36,4.7,0.08,0.93,5.73,0.31,0.16,4.84,1.32,1.59,1.87,2.39,4.06,2021-08-07,SG
12417,6.22,0.47,0.42,4.8,0.09,0.94,5.49,0.34,0.14,4.42,1.37,1.69,1.92,2.48,3.91,2021-08-08,SG
12418,6.51,0.53,0.45,5.14,0.1,1.02,6.54,0.28,0.19,4.89,1.47,1.68,2.17,2.78,4.24,2021-08-09,SG
12419,6.42,0.47,0.38,5.23,0.11,1.11,6.98,0.33,0.2,5.11,1.51,1.78,2.13,2.87,4.34,2021-08-10,SG
12420,5.69,0.37,0.39,5.0,0.1,1.08,6.85,0.28,0.18,4.9,1.52,1.76,2.03,2.68,4.49,2021-08-11,SG
12421,5.5,0.33,0.39,4.67,0.09,1.02,6.47,0.31,0.18,4.69,1.46,1.61,2.15,2.77,4.37,2021-08-12,SG
12422,5.43,0.33,0.37,4.7,0.08,0.89,5.74,0.27,0.18,4.63,1.5,1.57,1.94,3.31,5.0,2021-08-13,SG
12423,5.62,0.34,0.39,4.85,0.07,1.01,5.81,0.24,0.18,4.84,1.47,1.68,2.01,3.04,5.57,2021-08-14,SG
12424,6.0,0.46,0.46,4.92,0.1,1.05,6.81,0.25,0.19,5.15,1.52,1.67,2.21,3.07,5.29,2021-08-15,SG
12425,5.4,0.35,0.39,4.77,0.1,1.1,6.83,0.5,0.2,5.04,1.53,1.66,2.16,2.83,4.69,2021-08-16,SG
12426,5.1,0.31,0.36,4.9,0.11,1.02,6.36,0.28,0.17,4.82,1.46,1.53,1.96,2.57,4.45,2021-08-17,SG
12427,5.4,0.26,0.41,4.63,0.11,0.97,6.46,0.26,0.18,4.55,1.4,1.46,2.03,2.68,4.59,2021-08-18,SG
12428,4.97,0.27,0.39,4.8,0.07,0.98,5.89,0.23,0.15,4.52,1.43,1.54,1.96,2.51,4.43,2021-08-19,SG
12429,4.62,0.26,0.35,4.61,0.09,0.88,5.4,0.18,0.14,4.24,1.42,1.6,1.85,2.43,4.19,2021-08-20,SG
12430,4.64,0.28,0.39,4.63,0.09,0.84,5.56,0.21,0.13,4.53,1.42,1.85,2.0,2.67,4.21,2021-08-21,SG
12431,4.99,0.27,0.36,5.06,0.09,0.95,6.13,0.26,0.14,4.62,1.48,1.68,2.04,2.83,4.79,2021-08-22,SG
12432,4.58,0.25,0.34,4.48,0.07,0.87,5.73,0.2,0.2,4.57,1.57,1.54,1.94,2.58,4.01,2021-08-23,SG
12433,4.38,0.25,0.34,4.52,0.09,0.83,5.47,0.21,0.13,3.89,1.45,1.55,1.8,2.42,3.98,2021-08-24,SG
12434,4.82,0.27,0.39,4.86,0.07,0.92,6.32,0.27,0.14,4.34,1.57,1.64,1.96,2.58,4.3,2021-08-25,SG
12435,4.67,0.28,0.35,4.79,0.1,0.92,6.02,0.23,0.16,4.48,1.55,1.69,2.08,2.75,4.45,2021-08-26,SG
12436,4.44,0.26,0.34,4.81,0.1,0.89,5.8,0.22,0.14,4.2,1.58,1.7,1.89,2.32,4.02,2021-08-27,SG
12437,4.39,0.26,0.34,5.08,0.11,0.89,5.8,0.26,0.14,4.51,1.59,1.9,1.89,2.54,4.24,2021-08-28,SG
12438,4.43,0.25,0.33,5.2,0.09,0.87,5.76,0.21,0.15,4.54,1.68,1.75,2.1,2.84,4.59,2021-08-29,SG
12439,4.54,0.23,0.37,5.56,0.08,0.97,6.25,0.24,0.17,4.64,1.64,1.71,2.06,2.63,4.34,2021-08-30,SG
12440,4.59,0.28,0.36,5.26,0.09,1.0,6.22,0.26,0.16,4.42,1.74,1.76,2.13,2.72,4.49,2021-08-31,SG
12441,4.71,0.26,0.34,5.09,0.09,0.88,5.9,0.22,0.17,4.38,1.56,1.65,1.93,2.46,4.12,2021-09-01,SG
12442,4.55,0.24,0.31,5.59,0.09,0.88,6.12,0.25,0.08,4.31,1.57,1.72,1.84,2.36,4.12,2021-09-02,SG
12443,4.45,0.22,0.33,5.76,0.09,0.86,5.71,0.24,0.14,4.42,1.62,1.83,1.99,2.62,4.05,2021-09-03,SG
12444,4.42,0.28,0.33,6.39,0.07,0.86,5.64,0.21,0.12,4.48,1.69,2.0,1.99,2.61,4.07,2021-09-04,SG
12445,4.79,0.31,0.37,6.09,0.1,0.86,6.66,0.23,0.15,4.84,1.67,1.95,2.01,2.73,4.53,2021-09-05,SG
12446,4.65,0.23,0.3,5.67,0.1,0.98,8.48,0.26,0.17,4.56,1.72,1.9,2.1,2.67,4.29,2021-09-06,SG
12447,4.79,0.31,0.36,5.84,0.1,0.98,7.73,0.36,0.17,4.57,1.81,1.85,2.06,2.68,4.28,2021-09-07,SG
12448,4.71,0.27,0.34,5.64,0.08,0.88,7.15,0.33,0.15,4.48,1.72,1.84,1.91,2.5,4.23,2021-09-08,SG
12449,4.52,0.27,0.35,5.57,0.1,0.93,7.25,0.24,0.15,4.5,1.64,1.85,2.0,2.49,4.16,2021-09-09,SG
12450,4.4,0.28,0.39,5.67,0.11,0.91,6.26,0.24,0.14,4.17,1.71,1.82,1.89,2.51,3.92,2021-09-10,SG
12451,4.74,0.26,0.39,5.97,0.08,0.88,6.14,0.2,0.16,4.64,1.7,1.91,1.94,2.67,4.17,2021-09-11,SG
12452,4.95,0.32,0.34,5.88,0.09,0.93,6.85,0.29,0.15,4.74,1.73,1.95,2.06,2.77,4.59,2021-09-12,SG
12453,4.79,0.28,0.33,5.9,0.08,1.02,7.04,0.24,0.2,4.96,1.78,1.86,2.08,2.69,4.43,2021-09-13,SG
12454,4.73,0.27,0.35,5.38,0.09,0.99,7.01,0.23,0.18,4.75,1.66,1.67,2.07,2.73,4.34,2021-09-14,SG
12455,4.6,0.28,0.36,5.29,0.09,0.88,6.58,0.21,0.17,4.57,1.68,1.65,1.94,2.57,4.3,2021-09-15,SG
12456,4.61,0.22,0.39,5.22,0.09,0.97,6.48,0.25,0.15,4.46,1.7,1.68,1.99,2.51,4.32,2021-09-16,SG
12457,4.32,0.23,0.28,5.15,0.1,0.83,5.79,0.24,0.18,4.36,1.56,1.65,1.76,2.43,4.0,2021-09-17,SG
12458,4.45,0.24,0.37,5.51,0.09,0.85,6.09,0.24,0.16,4.3,1.71,1.86,1.86,2.59,4.33,2021-09-18,SG
12459,4.62,0.29,0.37,5.28,0.1,0.96,6.38,0.27,0.17,4.6,1.69,1.77,1.98,2.74,4.63,2021-09-19,SG
12460,4.73,0.33,0.34,5.36,0.1,0.92,6.71,0.23,0.18,4.84,1.85,1.73,2.14,2.71,4.28,2021-09-20,SG
12461,4.66,0.28,0.39,5.37,0.1,1.0,6.64,0.23,0.17,4.5,1.76,1.59,2.06,2.62,4.28,2021-09-21,SG
12462,4.77,0.29,0.33,5.28,0.12,0.91,6.61,0.21,0.15,4.51,1.67,1.71,1.97,2.68,4.38,2021-09-22,SG
12463,4.6,0.32,0.38,5.23,0.08,0.95,6.21,0.24,0.16,4.5,1.69,1.68,1.91,2.54,4.27,2021-09-23,SG
12464,4.27,0.26,0.3,5.24,0.07,0.93,5.54,0.23,0.16,4.08,1.69,1.7,1.71,2.3,3.73,2021-09-24,SG
12465,4.34,0.26,0.31,5.25,0.09,0.82,5.74,0.25,0.14,4.62,1.67,1.85,1.91,2.52,4.23,2021-09-25,SG
12466,4.63,0.31,0.32,5.41,0.09,0.89,6.36,0.25,0.16,4.4,1.65,1.74,1.94,2.67,4.57,2021-09-26,SG
12467,4.76,0.29,0.4,5.68,0.08,0.93,6.41,0.25,0.17,4.59,1.7,1.62,2.0,2.55,4.31,2021-09-27,SG
12468,4.71,0.29,0.31,5.25,0.11,0.94,6.16,0.24,0.17,4.31,1.7,1.68,1.91,2.53,4.31,2021-09-28,SG
12469,4.63,0.31,0.35,5.24,0.09,0.91,6.24,0.23,0.17,4.33,1.76,1.58,1.96,2.56,4.22,2021-09-29,SG
12470,4.41,0.31,0.35,5.1,0.08,0.82,5.86,0.21,0.16,4.07,1.54,1.5,1.76,3.26,5.17,2021-09-30,SG
12471,4.22,0.23,0.35,4.79,0.06,0.78,5.11,0.2,0.13,3.91,1.57,1.52,1.63,3.33,4.58,2021-10-01,SG
12472,4.42,0.29,0.36,5.18,0.07,0.79,5.54,0.25,0.16,4.27,1.69,1.72,1.83,2.95,4.26,2021-10-02,SG
12473,4.76,0.3,0.39,5.1,0.1,0.89,6.43,0.21,0.17,4.48,1.58,1.75,2.04,2.79,4.42,2021-10-03,SG
12474,4.74,0.3,0.35,5.28,0.08,0.92,6.36,0.24,0.18,4.43,1.62,1.62,1.95,2.66,4.2,2021-10-04,SG
12475,4.59,0.28,0.32,5.2,0.08,0.98,6.48,0.26,0.15,4.52,1.67,1.69,1.93,2.54,4.16,2021-10-05,SG
12476,4.87,0.29,0.33,5.13,0.1,0.93,6.61,0.25,0.15,4.39,1.61,1.66,1.82,2.57,3.91,2021-10-06,SG
12477,4.69,0.26,0.33,4.99,0.09,0.93,6.48,0.22,0.14,4.35,1.57,1.56,1.73,2.41,3.92,2021-10-07,SG
12478,4.43,0.29,0.29,5.75,0.09,0.76,5.52,0.21,0.13,4.26,1.69,1.68,1.85,2.4,3.53,2021-10-08,SG
12479,4.53,0.24,0.29,5.52,0.07,0.8,5.63,0.21,0.16,4.35,1.62,1.83,1.78,2.36,3.82,2021-10-09,SG
12480,4.82,0.3,0.33,5.4,0.08,0.92,6.03,0.24,0.17,4.44,1.63,1.64,1.94,2.64,5.18,2021-10-10,SG
12481,5.05,0.33,0.33,5.26,0.08,0.98,6.7,0.23,0.19,4.88,1.69,1.58,1.92,2.56,5.86,2021-10-11,SG
12482,4.89,0.36,0.35,5.09,0.08,1.01,6.51,0.23,0.19,4.69,1.67,1.56,1.98,2.54,4.74,2021-10-12,SG
12483,4.97,0.3,0.34,5.0,0.1,1.05,6.33,0.24,0.23,4.53,1.63,1.5,1.95,2.54,4.35,2021-10-13,SG
12484,4.99,0.34,0.3,4.95,0.08,0.94,6.23,0.23,0.18,4.43,1.6,1.54,1.91,2.44,4.09,2021-10-14,SG
12485,4.72,0.28,0.31,4.95,0.08,0.84,5.72,0.23,0.16,4.3,1.76,1.61,1.76,2.52,4.04,2021-10-15,SG
12486,4.77,0.33,0.33,4.66,0.11,0.86,5.82,0.22,0.17,4.57,1.6,1.71,1.87,2.38,4.25,2021-10-16,SG
12487,4.84,0.32,0.38,4.87,0.11,0.98,6.41,0.21,0.18,4.62,1.52,1.62,2.03,2.54,4.48,2021-10-17,SG
12488,4.86,0.33,0.35,5.11,0.08,0.97,6.41,0.25,0.17,4.82,1.57,1.43,2.0,2.63,4.33,2021-10-18,SG
12489,4.8,0.31,0.31,5.05,0.09,0.91,6.31,0.28,0.16,4.48,1.59,1.56,1.95,2.5,4.07,2021-10-19,SG
12490,4.6,0.28,0.37,4.82,0.1,0.92,5.98,0.23,0.15,4.06,1.81,1.49,1.78,2.38,4.03,2021-10-20,SG
12491,4.81,0.32,0.37,4.96,0.09,1.01,5.84,0.29,0.14,4.34,2.31,1.53,1.8,2.44,4.07,2021-10-21,SG
12492,4.75,0.28,0.36,4.77,0.08,0.82,5.52,0.2,0.14,4.03,1.78,1.59,1.85,2.35,3.91,2021-10-22,SG
12493,4.74,0.3,0.35,5.0,0.08,0.9,5.66,0.21,0.12,4.34,1.76,1.67,1.99,2.5,4.04,2021-10-23,SG
12494,5.0,0.38,0.36,5.01,0.1,1.03,6.01,0.22,0.18,4.66,1.64,1.67,2.11,2.69,4.4,2021-10-24,SG
12495,5.17,0.31,0.34,5.2,0.07,0.94,6.58,0.26,0.17,4.64,1.76,1.69,2.07,2.69,4.32,2021-10-25,SG
12496,4.99,0.33,0.38,4.96,0.08,0.97,6.4,0.26,0.13,4.63,1.78,1.58,2.09,2.68,4.09,2021-10-26,SG
12497,4.93,0.33,0.35,5.01,0.1,0.92,6.27,0.25,0.19,4.4,1.76,1.58,1.95,2.62,4.06,2021-10-27,SG
12498,4.78,0.27,0.35,4.92,0.08,0.8,5.86,0.25,0.12,4.19,1.67,1.56,1.8,2.48,3.93,2021-10-28,SG
12499,4.78,0.28,0.3,4.84,0.08,0.87,5.67,0.24,0.12,4.24,1.72,1.54,1.81,2.41,3.84,2021-10-29,SG
12500,4.72,0.29,0.36,4.96,0.08,0.87,5.79,0.2,0.13,4.39,1.69,1.68,1.9,2.5,3.95,2021-10-30,SG
12501,4.93,0.3,0.38,4.95,0.07,0.92,6.11,0.23,0.15,4.64,1.7,1.65,1.9,2.4,4.09,2021-10-31,SG
12502,4.8,0.37,0.39,5.22,0.1,0.88,5.91,0.21,0.15,4.55,1.62,1.54,2.0,2.5,3.97,2021-11-01,SG
12503,4.43,0.27,0.38,4.9,0.09,0.89,5.55,0.28,0.17,4.2,1.58,1.48,1.92,2.38,3.78,2021-11-02,SG
12504,4.02,0.28,0.36,4.8,0.09,0.81,4.98,0.2,0.11,3.92,1.59,1.46,1.63,2.23,3.58,2021-11-03,SG
12505,4.25,0.27,0.37,4.79,0.08,0.88,5.63,0.24,0.1,4.38,1.53,1.53,1.97,2.59,4.19,2021-11-04,SG
12506,4.36,0.26,0.36,4.86,0.09,0.83,5.24,0.26,0.14,4.47,1.78,1.56,1.91,2.43,3.88,2021-11-05,SG
12507,5.77,0.32,0.32,5.01,0.08,0.82,5.72,0.18,0.13,4.35,1.65,1.82,1.92,2.39,3.93,2021-11-06,SG
12508,6.11,0.35,0.37,5.19,0.09,0.97,6.34,0.23,0.15,4.5,1.71,1.72,2.07,2.63,4.48,2021-11-07,SG
12509,5.49,0.29,0.38,5.07,0.12,0.96,6.09,0.24,0.16,4.6,1.75,1.62,2.02,2.64,4.08,2021-11-08,SG
12510,5.04,0.33,0.37,5.2,0.08,0.87,5.96,0.25,0.13,4.38,1.68,1.61,1.97,2.49,4.12,2021-11-09,SG
12511,4.54,0.26,0.34,4.88,0.06,0.85,5.75,0.25,0.14,4.1,1.52,1.6,1.82,2.46,4.05,2021-11-10,SG
12512,4.79,0.32,0.37,4.92,0.1,0.91,5.65,0.24,0.17,4.38,1.6,1.64,1.92,2.51,4.11,2021-11-11,SG
12513,4.46,0.27,0.35,4.83,0.06,0.76,5.14,0.19,0.15,4.17,1.77,1.74,1.88,2.41,3.73,2021-11-12,SG
12514,4.75,0.27,0.41,4.92,0.08,0.79,5.62,0.29,0.16,4.47,1.75,1.79,1.85,2.68,4.12,2021-11-13,SG
12515,4.82,0.27,0.31,5.09,0.1,0.95,6.41,0.29,0.18,4.76,1.89,1.79,2.11,2.78,4.86,2021-11-14,SG
12516,4.88,0.3,0.34,5.03,0.11,0.93,6.23,0.3,0.14,4.62,1.88,1.7,2.08,2.62,4.39,2021-11-15,SG
